Subject,Topic,Paper Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty,Reference Book
Pharmacology,Analgesics,1,What is a key aspect of Analgesics in the context of Pharmacology?,Aspect A related to Analgesics,Aspect B related to Analgesics,Aspect C related to Analgesics,Correct aspect of Analgesics,D,This is the correct explanation for the aspect of Analgesics in Pharmacology.,HARD,Robbins Basic Pathology
Biochemistry,Carbohydrate Metabolism Disorders,2,What is a key aspect of Carbohydrate Metabolism Disorders in the context of Biochemistry?,Aspect A related to Carbohydrate Metabolism Disorders,Aspect B related to Carbohydrate Metabolism Disorders,Aspect C related to Carbohydrate Metabolism Disorders,Correct aspect of Carbohydrate Metabolism Disorders,D,This is the correct explanation for the aspect of Carbohydrate Metabolism Disorders in Biochemistry.,EASY,Robbins Basic Pathology
Pharmacology,Antibiotics,1,What is a key aspect of Antibiotics in the context of Pharmacology?,Aspect A related to Antibiotics,Aspect B related to Antibiotics,Aspect C related to Antibiotics,Correct aspect of Antibiotics,D,This is the correct explanation for the aspect of Antibiotics in Pharmacology.,HARD,Lehninger Principles of Biochemistry
Anatomy,Placenta,2,What is a key aspect of Placenta in the context of Anatomy?,Aspect A related to Placenta,Aspect B related to Placenta,Aspect C related to Placenta,Correct aspect of Placenta,D,This is the correct explanation for the aspect of Placenta in Anatomy.,EASY,Gray's Anatomy
Pathology,Gestational Trophoblastic Disease,2,What is a key aspect of Gestational Trophoblastic Disease in the context of Pathology?,Aspect A related to Gestational Trophoblastic Disease,Aspect B related to Gestational Trophoblastic Disease,Aspect C related to Gestational Trophoblastic Disease,Correct aspect of Gestational Trophoblastic Disease,D,This is the correct explanation for the aspect of Gestational Trophoblastic Disease in Pathology.,MEDIUM,Dewhurst's Textbook of Obstetrics & Gynaecology
Pathology,Endometrial Hyperplasia,1,What is a key aspect of Endometrial Hyperplasia in the context of Pathology?,Aspect A related to Endometrial Hyperplasia,Aspect B related to Endometrial Hyperplasia,Aspect C related to Endometrial Hyperplasia,Correct aspect of Endometrial Hyperplasia,D,This is the correct explanation for the aspect of Endometrial Hyperplasia in Pathology.,EASY,Forensic Medicine: A Guide to Principles
Obstetrics,Fetal Distress,1,What is a key aspect of Fetal Distress in the context of Obstetrics?,Aspect A related to Fetal Distress,Aspect B related to Fetal Distress,Aspect C related to Fetal Distress,Correct aspect of Fetal Distress,D,This is the correct explanation for the aspect of Fetal Distress in Obstetrics.,MEDIUM,Dewhurst's Textbook of Obstetrics & Gynaecology
Anatomy,Ureteric Relations,1,What is a key aspect of Ureteric Relations in the context of Anatomy?,Aspect A related to Ureteric Relations,Aspect B related to Ureteric Relations,Aspect C related to Ureteric Relations,Correct aspect of Ureteric Relations,D,This is the correct explanation for the aspect of Ureteric Relations in Anatomy.,EASY,Schwartz's Principles of Surgery
Anatomy,Amniotic Fluid,1,What is a key aspect of Amniotic Fluid in the context of Anatomy?,Aspect A related to Amniotic Fluid,Aspect B related to Amniotic Fluid,Aspect C related to Amniotic Fluid,Correct aspect of Amniotic Fluid,D,This is the correct explanation for the aspect of Amniotic Fluid in Anatomy.,MEDIUM,Gray's Anatomy
Anatomy,Pelvic Bones,2,What is a key aspect of Pelvic Bones in the context of Anatomy?,Aspect A related to Pelvic Bones,Aspect B related to Pelvic Bones,Aspect C related to Pelvic Bones,Correct aspect of Pelvic Bones,D,This is the correct explanation for the aspect of Pelvic Bones in Anatomy.,HARD,Forensic Medicine: A Guide to Principles
Surgery,Trauma and Emergency Management,1,What is a key aspect of Trauma and Emergency Management in the context of Surgery?,Aspect A related to Trauma and Emergency Management,Aspect B related to Trauma and Emergency Management,Aspect C related to Trauma and Emergency Management,Correct aspect of Trauma and Emergency Management,D,This is the correct explanation for the aspect of Trauma and Emergency Management in Surgery.,EASY,Schwartz's Principles of Surgery
Obstetrics,Placental Abruption,2,What is a key aspect of Placental Abruption in the context of Obstetrics?,Aspect A related to Placental Abruption,Aspect B related to Placental Abruption,Aspect C related to Placental Abruption,Correct aspect of Placental Abruption,D,This is the correct explanation for the aspect of Placental Abruption in Obstetrics.,EASY,"Jawetz, Melnick, & Adelberg's Medical Microbiology"
Obstetrics,Third Stage of Labor,2,What is a key aspect of Third Stage of Labor in the context of Obstetrics?,Aspect A related to Third Stage of Labor,Aspect B related to Third Stage of Labor,Aspect C related to Third Stage of Labor,Correct aspect of Third Stage of Labor,D,This is the correct explanation for the aspect of Third Stage of Labor in Obstetrics.,EASY,Guyton and Hall Textbook of Medical Physiology
Pharmacology,Corticosteroids,2,What is a key aspect of Corticosteroids in the context of Pharmacology?,Aspect A related to Corticosteroids,Aspect B related to Corticosteroids,Aspect C related to Corticosteroids,Correct aspect of Corticosteroids,D,This is the correct explanation for the aspect of Corticosteroids in Pharmacology.,MEDIUM,Forensic Medicine: A Guide to Principles
Obstetrics,Umbilical Cord Prolapse,2,What is a key aspect of Umbilical Cord Prolapse in the context of Obstetrics?,Aspect A related to Umbilical Cord Prolapse,Aspect B related to Umbilical Cord Prolapse,Aspect C related to Umbilical Cord Prolapse,Correct aspect of Umbilical Cord Prolapse,D,This is the correct explanation for the aspect of Umbilical Cord Prolapse in Obstetrics.,HARD,Forensic Medicine: A Guide to Principles
Physiology,Gastrointestinal System,2,What is a key aspect of Gastrointestinal System in the context of Physiology?,Aspect A related to Gastrointestinal System,Aspect B related to Gastrointestinal System,Aspect C related to Gastrointestinal System,Correct aspect of Gastrointestinal System,D,This is the correct explanation for the aspect of Gastrointestinal System in Physiology.,MEDIUM,Forensic Medicine: A Guide to Principles
Physiology,Cardiovascular System,2,What is a key aspect of Cardiovascular System in the context of Physiology?,Aspect A related to Cardiovascular System,Aspect B related to Cardiovascular System,Aspect C related to Cardiovascular System,Correct aspect of Cardiovascular System,D,This is the correct explanation for the aspect of Cardiovascular System in Physiology.,MEDIUM,Robbins Basic Pathology
Obstetrics,Multiple Pregnancies,2,What is a key aspect of Multiple Pregnancies in the context of Obstetrics?,Aspect A related to Multiple Pregnancies,Aspect B related to Multiple Pregnancies,Aspect C related to Multiple Pregnancies,Correct aspect of Multiple Pregnancies,D,This is the correct explanation for the aspect of Multiple Pregnancies in Obstetrics.,EASY,Guyton and Hall Textbook of Medical Physiology
Pharmacology,Antidepressants,2,What is a key aspect of Antidepressants in the context of Pharmacology?,Aspect A related to Antidepressants,Aspect B related to Antidepressants,Aspect C related to Antidepressants,Correct aspect of Antidepressants,D,This is the correct explanation for the aspect of Antidepressants in Pharmacology.,MEDIUM,Gray's Anatomy
Anatomy,Pelvic Diaphragm,2,What is a key aspect of Pelvic Diaphragm in the context of Anatomy?,Aspect A related to Pelvic Diaphragm,Aspect B related to Pelvic Diaphragm,Aspect C related to Pelvic Diaphragm,Correct aspect of Pelvic Diaphragm,D,This is the correct explanation for the aspect of Pelvic Diaphragm in Anatomy.,EASY,Dewhurst's Textbook of Obstetrics & Gynaecology
Obstetrics,Fetal Growth,1,What is a key aspect of Fetal Growth in the context of Obstetrics?,Aspect A related to Fetal Growth,Aspect B related to Fetal Growth,Aspect C related to Fetal Growth,Correct aspect of Fetal Growth,D,This is the correct explanation for the aspect of Fetal Growth in Obstetrics.,HARD,Forensic Medicine: A Guide to Principles
Physiology,Reproductive Hormones,1,What is a key aspect of Reproductive Hormones in the context of Physiology?,Aspect A related to Reproductive Hormones,Aspect B related to Reproductive Hormones,Aspect C related to Reproductive Hormones,Correct aspect of Reproductive Hormones,D,This is the correct explanation for the aspect of Reproductive Hormones in Physiology.,MEDIUM,Schwartz's Principles of Surgery
Biochemistry,Hormone Biochemistry,1,What is the main metabolic pathway for Hormone Biochemistry?,Option A related to Hormone Biochemistry,Option B related to Hormone Biochemistry,Option C related to Hormone Biochemistry,Correct option for Hormone Biochemistry,D,This is the correct explanation for the question about Hormone Biochemistry in Biochemistry.,MEDIUM,Park's Textbook of Preventive and Social Medicine
Surgery,Laparoscopic Surgery,2,Which complication is most associated with Laparoscopic Surgery?,Option A related to Laparoscopic Surgery,Option B related to Laparoscopic Surgery,Option C related to Laparoscopic Surgery,Correct option for Laparoscopic Surgery,D,This is the correct explanation for the question about Laparoscopic Surgery in Surgery.,EASY,Forensic Medicine: A Guide to Principles
Biochemistry,Enzyme Kinetics,1,Which enzyme is primarily involved in Enzyme Kinetics?,Option A related to Enzyme Kinetics,Option B related to Enzyme Kinetics,Option C related to Enzyme Kinetics,Correct option for Enzyme Kinetics,D,This is the correct explanation for the question about Enzyme Kinetics in Biochemistry.,EASY,Forensic Medicine: A Guide to Principles
Anatomy,Perineal Muscles,2,Where is the Perineal Muscles located in relation to Anatomy?,Option A related to Perineal Muscles,Option B related to Perineal Muscles,Option C related to Perineal Muscles,Correct option for Perineal Muscles,D,This is the correct explanation for the question about Perineal Muscles in Anatomy.,MEDIUM,"Jawetz, Melnick, & Adelberg's Medical Microbiology"
Biochemistry,Carbohydrate Metabolism,1,Which of the following is a key regulator of Carbohydrate Metabolism?,Option A related to Carbohydrate Metabolism,Option B related to Carbohydrate Metabolism,Option C related to Carbohydrate Metabolism,Correct option for Carbohydrate Metabolism,D,This is the correct explanation for the question about Carbohydrate Metabolism in Biochemistry.,EASY,Dewhurst's Textbook of Obstetrics & Gynaecology
Pathology,Cervical Cancer,2,Which of the following is a pathological feature of Cervical Cancer?,Option A related to Cervical Cancer,Option B related to Cervical Cancer,Option C related to Cervical Cancer,Correct option for Cervical Cancer,D,This is the correct explanation for the question about Cervical Cancer in Pathology.,HARD,Forensic Medicine: A Guide to Principles
Pharmacology,Tocolytics,1,What is the primary indication for Tocolytics?,Option A related to Tocolytics,Option B related to Tocolytics,Option C related to Tocolytics,Correct option for Tocolytics,D,This is the correct explanation for the question about Tocolytics in Pharmacology.,EASY,Park's Textbook of Preventive and Social Medicine
Anatomy,Pudendal Nerve,1,What is the primary function of Pudendal Nerve in Anatomy?,Option A related to Pudendal Nerve,Option B related to Pudendal Nerve,Option C related to Pudendal Nerve,Correct option for Pudendal Nerve,D,This is the correct explanation for the question about Pudendal Nerve in Anatomy.,MEDIUM,Robbins Basic Pathology
Pathology,Autoimmune Diseases,2,Which of the following is a risk factor for Autoimmune Diseases?,Option A related to Autoimmune Diseases,Option B related to Autoimmune Diseases,Option C related to Autoimmune Diseases,Correct option for Autoimmune Diseases,D,This is the correct explanation for the question about Autoimmune Diseases in Pathology.,HARD,"Jawetz, Melnick, & Adelberg's Medical Microbiology"
Anatomy,Ureteric Relations,2,Which structure is primarily responsible for Ureteric Relations in Anatomy?,Option A related to Ureteric Relations,Option B related to Ureteric Relations,Option C related to Ureteric Relations,Correct option for Ureteric Relations,D,This is the correct explanation for the question about Ureteric Relations in Anatomy.,HARD,Dewhurst's Textbook of Obstetrics & Gynaecology
